CATEG,,,ALL,,SOURCE,
A,B,C,27,,COCA:2012:BLOG amptoons.com,"  0%:  / 100  the cruelest thing to do to any person, a wound that festers in people for decades, or lifetimes, and a wound that can easily be mortal. That still happens, but more and more that model how parents were once taught to be ashamed of their queer children, and to be ashamed of themselves for their alleged parenting failure. their alleged parenting failure. Look at all the queer adults who had to live their entire lives in secret for fear of being fired, or hated, or attacked, or just out of misplaced shame. # Look at how radically all"
A,B,C,28,,COCA:2012:BLOG amptoons.com,"  0%:  / 100  lifetimes, and a wound that can easily be mortal. That still happens, but more and more that model has been replaced. Look at how parents were once taught to be ashamed of their queer children, for their alleged parenting failure. Look at all the queer adults who had to live their entire lives in secret for fear of being secret for fear of being fired, or hated, or attacked, or just out of misplaced shame. # Look at how radically all that has changed, just in my lifetime. # Look at how today, voters in four states"
A,B,C,29,,COCA:2012:BLOG amptoons.com,"  0%:  / 100  their fear of the new, and overcame the nightmarish predictions of SSM opponents, and overcame the historical weight of decades of bigotry, to vote for equality. Equal laws, not separate and unequal. Equal citizenship rights. # When I think of the world for queer children when I was born, and compare it to the world queer children to the world queer children are born into now, it amazes me that things have gotten so much better in such a short time. I am an atheist, and still I tell you, it is the most miraculous thing I have"
A,B,C,30,,COCA:2012:BLOG ...illiams.blogspot.com,"  0%:  / 100  as I consider the possibility that the Church's institutional heterosexism was extended more than disrupted. # Beyond this opinion piece, I believe there are more complex connections to be made if we consider how the nation is Puar's term) -- that is, how some queer subjects are being welcomed into the nation (though not always their communities) not always their communities), provided their modes of kinship and sexual discourse adhere to certain guidelines. What does the maintenance of same-sex intimacy as a "" sin "" mean in the context of homonationalism? Even as the Church appears stubbornly in"
A,B,C,31,,COCA:2012:BLOG ...illiams.blogspot.com,"  0%:  / 100  I find MBB's "" disciplined messaging "" so troubling. # Allow me to frame my concerns in the form of a metaphor that has floated around this summer regarding the matter of gay equality in the Church at , optimistically, that as Mormons currently flow down different queer streams (some in support of marriage equality, more who '' love the more who "" love the sinner, not the sin ""), they'll all eventually merge at the same ocean of gay equality. The idea is that if homophobic church members are shown "" love "" rather than force, they'll"
A,B,C,32,,COCA:2012:BLOG auntiepixelante.com,"  0%:  / 100  to. i felt safer there than at any other games event i've been to (my point of comparison is gdc, but what else is there? pax?). it's the only games conference cared about diversity -- not only were there women, queer folks, people of color everywhere i looked, they gave us PANELS. they gave us PANELS. big, prominent ones, not hidden away in the back corners of moscone center like gdc does. # i'll echo robert in saying that another of indiecade's virtues was that nothing, in fact, was"
A,B,C,33,,COCA:2012:BLOG lesswrong.com,"  0%:  / 100  believe that this is <i>true</i>, though. In fact, I've seen enough queer men fascinated by the "" is he or is n't he? "" game with respect to attractive men of unspecified orientation that I don't know if the analogous game is popular among queer women, though I'd be somewhat surprised if it weren't.) it were n't.) # That said, there was so much coyness ineluctably built into the gay dating scene by the fear of punishment for so long that I guess it's unsurprising that deliberate coyness is officially rejected. That rejection will"
A,B,C,34,,COCA:2012:BLOG freethoughtblogs.com,"  0%:  / 100  taking this term off-line and using it in everyday speech. # The problem? Transsexual marginalizing perspectives that are prevalent in (but not ubiquitous to) transgender advocacy are much more common than anything that could be called trans advocacy has moved out of the left wing of queer communities into, well, the center of queer communities and even into gay communities and even into gay and lesbian communities... where it finally has bumped into people with actual money and thus become peripherally discussed in such common fora as businesses' non-discrimination policies, etc., the word "" trans "" has been introduced to"
A,B,C,35,,COCA:2012:BLOG freethoughtblogs.com,"  0%:  / 100  instigators of the Stonewall riot: # "" In the beginning, we were the vanguard of the gay movement... We were very well respected for the first four years "" # -- Sylvia Rivera # And then consider Sylvia and Sylvia's Children: The Battle for a Queer Public Space, '' That's Revolting!: # Women in the GLF # Women in the GLF were uncomfortable referring to Rivera -- who insisted in using women's bathrooms, even in City hall -- as "" she. "" Pressure mounted. The year 1973 witnessed clash that would take Rivera out of the movement"
A,B,C,36,,COCA:2012:BLOG ...ldaffairsjournal.org,"  0%:  / 100  Benghazi. # The Bin Ladenists of the Middle East have reasons to hate just about everything on YouTube and American television; not only "" blasphemous "" videos like the one that inspired the current rage of the week Park and Breaking Bad to Shalom in the Home and Queer Eye for the Straight Guy. # I don't mean to pick on n't mean to pick on the Democrats here. President George W. Bush did the same thing in 2006. When Danish embassies were attacked in Beirut and Damascus over cartoons depicting the Prophet Mohammad, the Republican president condemned the cartoons. # Violent"
A,B,C,37,,COCA:2012:BLOG patheos.com,"  0%:  / 100  from a group called Queer Nation, advertising a "" demonstration of support "" in honor of Dr. Campolo. # It was n't much, but it was all we had to work with. So "" guilt by your actions earn the praise of a radical group like Queer Nation, we reasoned, then you can't be up to much good be up to much good. # So the booklet was published. My employer shipped thousands of copies to supporters across the nation. # Campolo was also "" tried "" for heresy in the' 80s for, if I recall correctly,"
A,B,C,38,,COCA:2012:BLOG freethoughtblogs.com,"  0%:  / 100  speech. # The problem? Transsexual marginalizing perspectives that are prevalent in (but not ubiquitous to) transgender advocacy are much more common than anything that could be called "" transsexual centered "". As trans advocacy has of queer communities into, well, the center of queer communities and even into gay and lesbian communities... where it finally has bumped where it finally has bumped into people with actual money and thus become peripherally discussed in such common fora as businesses' non-discrimination policies, etc., the word "" trans "" has been introduced to many, many people who have no idea that"
A,B,C,39,,COCA:2012:BLOG freethoughtblogs.com,"  0%:  / 100  It seems to me that your only problem with that post is it's tone. FUCK THAT SHIT. Do you know how hard it is to be person of color on tumblr and not worry that someone is as invalid? Or am I just being another mean queer person of color... -- # Intersectionality, folks, learn it , folks, learn it. # Beatrice, Crip, and Caerie, I just get the impression sometimes people on FtB do n't acknowledge that harassment and threats are levied against PoC or are complacent to them. # Gyeong Hwa, I"
A,B,C,40,,COCA:2012:BLOG queereka.com,"  0%:  / 100  class or engage in a battle of wits with the unarmed. He has, at age 30, finally decided what he wants to be if he grows up, and is attempting to study science during the week and gender issues on the weekends. Benny is a queer polyamorous transman, curious skeptic, and enthusiastic seeker of knowledge. 2 of knowledge. 2 Comments # Yeah that's rough. Do you foresee any awkwardness or weird questions coming up at the wedding itself? # I feel perpetually gender-closeted these days, as I'm in a Trades School in a female-centred"
A,B,C,41,,COCA:2012:BLOG velvetparkmedia.com,"  0%:  / 100  3218837 Primary Links - Imagemenu Pop Theory 6: A Sense of "" Home "" # October 8th, 2012 9:49 am # The question of "" home, "" and, at home in one's body, is one that queer thinkers and writers have attended to for quite some time. (In the time. (In the' 90s and aughts, this question was frequently at the epicenter of the lesbian/ftm/trans debates; see the work of Jay Prosser, Judith "" Jack "" Halberstam, Susan Stryker, Heather Love and even Eve Sedgwick for"
A,B,C,42,,COCA:2012:BLOG ...chester.blogspot.com,"  0%:  / 100  is overwhelmingly visible, yet she is determined to get by on her own terms. She does not shave herself to pass for human. She fends off exploitation, discovers fulfilment, self-expression and self-reliance. # I hairiness can be seen as an interesting analogy for being queer in a heteronormative world. I'm happy if she makes one person think she makes one person think about what it means to be female and have body hair. # If you would like to whet your appetite for The Palace of Curiosities in anticipation of its release next year, you can find Rosie's story"
A,B,C,43,,COCA:2012:BLOG slog.thestranger.com,"  0%:  / 100  to register voters and spread the word about approving Referendum 74. Burke used to be a hydrogeologist, now works in advertising as a web developer, and he's donating his free time to the gay-marriage issue because people should have equal rights. My best friend is queer and the idea that I can get married and she can't is just she ca n't is just upsetting. "" So where was this queer friend of his? Why was n't she out volunteering, too? There was an awkward pause. "" I'm going to make her volunteer. And I can get"
A,B,C,44,,COCA:2012:BLOG slog.thestranger.com,"  0%:  / 100  advertising as a web developer, and he's donating his free time to the gay-marriage issue because: "" It's fundamental that people should have equal rights. My best friend is queer and the idea that I n't is just upsetting. '' So where was this queer friend of his? Why wasn't she out volunteering, too? There volunteering, too? There was an awkward pause. "" I'm going to make her volunteer. And I can get people at work to volunteer, too. "" # It was Burke's first night volunteering. After reading this Slog"
A,B,C,45,,COCA:2012:BLOG slog.thestranger.com,"  0%:  / 100  "" Then he looked at the lights and the dance floor and said, "" I ca n't believe this place is in my neighborhood. This is so not Seattle. "" # A little while later, the then to the Baltic Room for a ElektroPOP, a queer night with drag performances and lube wrestling. I asked Burke for his impression asked Burke for his impression of the show, and he said, "" Good fun. And maybe just a bit sexually suggestive. Just a bit. "" I asked Burke what it was like watching two guys wrestling in lube, as"
A,B,C,46,,COCA:2012:BLOG ...discovermagazine.com,"  0%:  / 100  language and inaccurate responses to polls? # It has been shown that the term "" gay "" and "" homosexual "" and "" bisexual "" are so stigmatized that "" men who have sex with men "" is used who would not self identify, even anonymously, as queer, but who do participate in same sex activity. Well, how many . Well, how many non-believers still call themselves "" Christian "" or related terms due to the stigma of the label "" atheist ""? # Rejecting a religious affiliation is not the same thing as being an atheist or even an agnostic."
A,B,C,47,,COCA:2012:BLOG outrightvt.org,"  0%:  / 100  is willing to MATCH EVERY DOLLAR that we raise between now and Sunday, Aug. 12th. # We have just $2,000 left to raise and every single dollar YOU donate, will be doubled thanks to this donor! help the final few campers, join nearly 90 other QUEER &; ALLIED YOUTH -- that is double the number of campers from last year of campers from last year -- on the beautiful shores of Lake Champlain on Sunday? # Learn more about how you can make this experience happen for a queer camper on the CAMP OUTRIGHT website. # Thank you!!! # ###"
A,B,C,48,,COCA:2012:BLOG outrightvt.org,"  0%:  / 100  ! DONATE TODAY! # Can you help the final few campers, join nearly 90 other QUEER &; ALLIED YOUTH -- that is double the number of campers from last year -- on the beautiful shores of Lake Champlain about how you can make this experience happen for a queer camper on the CAMP OUTRIGHT website. # Thank you!!! # you!!! # ### # Comments are closed. # The Mission of Outright is to build safe, healthy, and supportive environments for gay, lesbian, bisexual, transgender, queer, and questioning youth (ages 13-22)."
A,B,C,49,,COCA:2012:BLOG outrightvt.org,"  0%:  / 100  more about how you can make this experience happen for a queer camper on the CAMP OUTRIGHT website. # Thank you!!! # ### # Comments are closed. # The Mission of Outright is to build environments for gay, lesbian, bisexual, transgender, queer, and questioning youth (ages 13-22). Our office is open Monday-Friday Our office is open Monday-Friday 9am-5pm for office work and community visitors. Our queer &; allied youth space 3259950 The Importance of Outreach # I've been working a lot with a"
A,B,C,50,,COCA:2012:BLOG outrightvt.org,"  0%:  / 100  ! # ### # Comments are closed. # The Mission of Outright is to build safe, healthy, and supportive environments for gay, lesbian, bisexual, transgender, queer, and questioning youth (ages 13-22 Monday-Friday 9am-5pm for office work and community visitors. Our queer &; allied youth space 3259950 The Importance of Outreach # I've been working a lot with a group of producers and filmmakers over the past several months, and one point that they always hammer home is just how vital outreach"
A,B,C,51,,COCA:2012:BLOG anarchistnews.org,"  0%:  / 100  reproductive units that more greatly resemble the images of success society has showed us our entire lives (from the perspective of a normative experience, the self-producing system being referred to), thus validating and encouraging our progression profitable demographic or market category. conversely, identifying as queer and rejecting that standard path subjects you to oppression. that oppression is systemically . that oppression is systemically enforced in order to be a deterrent so powerful it can overcome your self-knowledge. so in this way capitalism's "" badness "" IS what keeps it going because it is relying on a configuration of positive/negative **26;8892;TOOLONG."
A,B,C,52,,COCA:2012:BLOG oregonlive.com,"  0%:  / 100  form of bikeways and mega-sidewalks. "" # The essay acknowledges a need for more space for walkers and cyclists, but adds this: "" However, there is no reason to allocate 60 percent of 3259930 We want you to facilitate our queer youth groups! We are currently accepting applications from facilitators interested in facilitating from facilitators interested in facilitating Friday Night Group in Montpelier, Rutland and Burlington. # Our next training will be on Sunday, June 17th, 2012 here in Burlington at our queer youth space. # Our Friday Night Groups are our longest"
A,B,C,53,,COCA:2012:BLOG verysmartbrothas.com,"  0%:  / 100  (as a person that believes anyone should be able to marry whomever they want to for whatever emotional ties 2 people have), I have gladly accepted that marriage is n't for me or my partner (a a toxic woman) in near future. If queer folk can have a civil union, that's good enough for us &; good enough for us &; our lawyers. # So much of this resonated with me today. I am at a time in my life when marriage is definitely a thought in my mind. However, it's more than choosing bridesmaids and"
A,B,C,54,,COCA:2012:BLOG scienceblogs.com,"  0%:  / 100  toys off at the Salvation Army. # Queer 3 Dollar bill. "" A bogus piece of U.S. currency, a three-dollar bill, distributed over the Internet and promoted as "" Queer Dollars "" to be used to Salvation Army. A play on the proverb' as queer as a three-dollar bill.' '' (From Wikipedia Commons) # There Wikipedia Commons) # There is evidence that shelter and food provided to the homeless is withheld unless the potential recipients adhere to the Army's belief system regarding relationships and sexuality. I do n't know of any specific examples in my area of"
A,B,C,55,,COCA:2012:BLOG freethoughtblogs.com,"  0%:  / 100  get treated with dignity and respect to some extent. # My bet would be on the mainstream liberal attitude. We will get some limited rights and for the most part be treated with a certain amount of tolerance as real no. At best a sort of' Queer as Folk' or' The L Word' level os acceptance. For level os acceptance. For those of us who do n't conform to the gender binary will still find ourselves out in the cold. # ... At Freethoughtblogs: I worry that eventually, people are going to start selling "" Trans For A"
A,B,C,56,,COCA:2012:BLOG outrightvt.org,"  0%:  / 100  3259930 We want you to facilitate our queer youth groups! We are currently accepting applications from facilitators interested in facilitating Friday Night Group in Montpelier, Rutland and Burlington. # Our , June 17th, 2012 here in Burlington at our queer youth space. # Our Friday Night Groups are our longest running program -- our longest running program -- with a weekly group happening in Burlington every single week for over 20 years! Our Montpelier group needs a dedicated crew of new facilitators to get rolling and our Rutland group is happening once a month, but we"
A,B,C,57,,COCA:2012:BLOG outrightvt.org,"  0%:  / 100  every single week for over 20 years! Our Montpelier group needs a dedicated crew of new facilitators to get rolling and our Rutland group is happening once a month, but we need more facilitators! # If you Montpelier are can donate your time to hang out with queer youth, facilitate one of our groups (don't worry we train you n't worry we train you), and help to make it better -- than WE WANT YOU! # All facilitators must complete an interview, a background check and reference check, and finally, attend a six hour new facilitator training ("
A,B,C,58,,COCA:2012:BLOG outrightvt.org,"  0%:  / 100  reference check, and finally, attend a six hour new facilitator training (offered twice a year). Each of our facilitators commit to volunteering two Friday evenings within each two month period, and must attend a Facilitators must be at least 23 years and identify as queer, lesbian, gay, bisexual, transgender, intersex, etc. Ask intersex, etc. Ask Adam for more details! # The Mission of Outright is to build safe, healthy, and supportive environments for gay, lesbian, bisexual, transgender, queer, and questioning youth (ages 13-22). Our"
A,B,C,59,,COCA:2012:BLOG outrightvt.org,"  0%:  / 100  staff. Facilitators must be at least 23 years and identify as queer, lesbian, gay, bisexual, transgender, intersex, etc. Ask Adam for more details! # The Mission of Outright is to build environments for gay, lesbian, bisexual, transgender, queer, and questioning youth (ages 13-22). Our office is open Monday-Friday Our office is open Monday-Friday 9am-5pm for office work and community visitors. Our queer &; allied youth space 3259947 Review of Justin Sirois's Falcons on the Floor # In his powerful"
A,B,C,60,,COCA:2012:BLOG outrightvt.org,"  0%:  / 100  etc. Ask Adam for more details! # The Mission of Outright is to build safe, healthy, and supportive environments for gay, lesbian, bisexual, transgender, queer, and questioning youth (ages 13-22 Monday-Friday 9am-5pm for office work and community visitors. Our queer &; allied youth space 3259947 Review of Justin Sirois's Falcons on the Floor # In his powerful and methodical novel, Sirois guides the reader on a three-day trek from Fallujah to Ramadi as two young Iraqis attempt to elude the"
A,B,C,61,,COCA:2012:BLOG bitchmagazine.org,"  0%:  / 100  is just THAT good? (Sexism does have something to do with it; Radiohead is n't that good.) # My theory is that white dudes have dominated the rock and rock criticism scenes for so long , when plenty of women and people of color and queer people are making great music, it's still the white cis dudes that the white cis dudes that get the attention. Somehow, when a site like Pitchfork asks readers for their favorite albums, all anyone can think of is Radiohead, Wilco, Radiohead, and Radiohead. # We've likely all been mansplained"
A,B,C,62,,COCA:2012:BLOG freethoughtblogs.com,"  0%:  / 100  . Let it be a club for entitled little white cis straight dudes to get together and tell each other how fucking smart they all are to know that John Edwards is lying, and there's no bearded sky basis of how rarely you eat shellfish or have hot queer sex. Let them go right on thinking of themselves as the few insightful themselves as the few insightful rebels who could see through The Matrix and now fight against the evil machinations of Andrew Schlafy and Jennifer McCreight. Let them live in their mythologies. Let them sink, bit by bit, into self-congratulatory, insulated"
A,B,C,63,,COCA:2012:BLOG freethoughtblogs.com,"  0%:  / 100  . # Let her make her own decisions without preaching at her. She is better placed to know the reality, and you really are n't in a position to know that her fears are n't there for a ! This middle-aged, white, bearded, cis, queer man thinks you are a brilliant thinker and writer, very brave and that , very brave and that I am a smarter and better human for having read your posts. Thank you Natalie Reed. # I just want to say I am grateful that you continue writing. You are one of the very few bloggers"
A,B,C,64,,COCA:2012:BLOG freethoughtblogs.com,"  0%:  / 100  . Her initial interest in skepticism was motivated by snapping out of a prolonged lapse into conspiracy theory. She got her start blogging at Skepchick, where she also established Queereka, the first ever skepticism blog devoted specifically ridiculous interests include linguistics, feminism, gender theory, queer theory, human rights issues, poetry, neuroscience, biology, Doctor Who , biology, Doctor Who, Dr. Strange and My Little Pony: Friendship is Magic. You can contact her at sincerelynataliereed (at) gmail (dot) com, and if you find yourself developing a brain-crush on her, she can"
