CATEG,,,ALL,,SOURCE,
A,B,C,15,,COCA:2016:MAG Gizmodo,"  0%:  / 100  Check out the top ten best selling lesbian romance novels on Amazon. They're almost all either former fanfics, or the work of authors who started as uberfic writers. Glee Earns Fandom a Win # In on the air, and was promising lots of queer representation -- only it was primarily guys getting their gay on. The Brittany gay on. The Brittany and Santana relationship, that would come to dominate much of the Glee fandom conversation, was born out of one throwaway line about two featured extras and a group of women's yearning to see themselves on TV."
A,B,C,16,,COCA:2016:MAG Gizmodo,"  0%:  / 100  and Santana relationship, that would come to dominate much of the Glee fandom conversation, was born out of one throwaway line about two featured extras and a group of women's yearning to see themselves on TV. pairing into canon. # And fandom's reason? Queer women deserve representation. # The cry for representation wasn't new, but was n't new, but Glee fans had, at the time, unprecedented access to the creators of their show. They did n't have to mount letter campaigns, or ship hot sauce to a studio. They could bombard Ryan Murphy and"
A,B,C,17,,COCA:2016:MAG Gizmodo,"  0%:  / 100  up a new style of pairing names -- moving away from portmanteaus, and onto whatever Swan Queen, Red Warrior (Red Riding Hood and Mulan), and Captain Swan (Emma and Hook) are. # a Time were not even a little okay with the queer focus of fandom, or the demands hinged on '' social justice, '' "" social justice, "" and they went out of their ways to assert the hetero nature of the leads. First by calling any flirtation "" unintentional, "" and then by trucking out male love interests for both characters, who just happened"
A,B,C,18,,COCA:2016:MAG Salon,"  0%:  / 100  to make it out of committee or vetoed by state governors. Others passed. # The 10 public figures listed below were those most active in creating a climate of bigotry and hate this year, in which a If 2017 is just as bad of a year for queer folks as the last one was, you'll have these people to blame have these people to blame. # 1. Pat McCrory, Governor of North Carolina # Pat McCrory, the embattled governor of North Carolina, earned his spot at the top of this list by passing House Bill 2, the so-called """
A,B,C,19,,COCA:2016:MAG Slate Magazine,"  0%:  / 100  history of Batman and nerd culture, The Caped Crusade: No! Intention does n't matter when it comes to gay subtext. Imagery does. # Remember: Queer readers did n't see any vestige of themselves represented era, let alone its comic books. And when queer audiences don't see ourselves in a given work, we look deeper, , we look deeper, parsing every exchange for the faintest hint of something we recognize. This is why, as a visual medium filled with silent cues like body language and background detail, superhero comics have proven a particularly fertile vector for"
A,B,C,20,,COCA:2016:MAG Gizmodo,"  0%:  / 100  couple to be canon were actual members of the community they wanted represented. Their call for expanded LBGTQ representation carried with it not just fans' desire to see fictional people get together, but sincere social activism. quickly became thorny in the community itself. Now any queer gal pairing was the right pairing to have on a show, because of a show, because of representation. Fans of male slash glommed onto the idea as well -- and suddenly Sherlock had to be gay for Watson, and Dean had to love Castiel because gay guys need to be on TV too (which"
A,B,C,21,,COCA:2016:MAG Gizmodo,"  0%:  / 100  shitshow. Fandom, accustomed to having its demands met when they were attached to the concept of social activism, was appalled by the tone deafness of OUaT's showrunners (one showrunner still does n't have a Twitter show's complete refusal to entertain the idea of better queer representation. # Salt was added to the wound when the show hinted that when the show hinted that Mulan was gay and then, only minutes later, shuttled her off screen for two seasons. And there were few other shows to turn to. Warehouse 13 introduced a femslash ship on accident, baited queer viewers"
A,B,C,22,,COCA:2016:MAG Gizmodo,"  0%:  / 100  idea of better queer representation. # Salt was added to the wound when the show hinted that Mulan was gay and then, only minutes later, shuttled her off screen for two seasons. And there were few Warehouse 13 introduced a femslash ship on accident, baited queer viewers into watching then went for the straight relationship no one wanted, while no one wanted, while Persons of Interest was still only flirting with femslash possibilities (it has since made its femslash pairing the primary romance of the show). # After raging at Once Upon a Time, the femslash fandom licked its"
A,B,C,23,,COCA:2016:MAG Gizmodo,"  0%:  / 100  . # After raging at Once Upon a Time, the femslash fandom licked its wounds and began to migrate. They found refuge in Orange is the New Black and Orphan Black (even creating the Orphan is the ). On those shows, the ladies were unapologetically queer and at the forefront of the show. # There was also interest in There was also interest in the first season of The 100. The show is full of very attractive women, who have a tendency to talk to each other and not talk about men. But it was Lexa's comment about her dead"
A,B,C,24,,COCA:2016:MAG Gizmodo,"  0%:  / 100  other and not talk about men. But it was Lexa's comment about her dead girlfriend that brought fans to the show in droves. Rise of The 100 # It helped that The 100 already had an that that fandom was full of many of the young queer women who had successfully campaigned for a lesbian subplot on Glee. They had on Glee. They had the experience and the time to get their fan on, and here was a show giving them what they wanted without them having to do any work. There was no demanding gay ladies at Comic Con panels and"
A,B,C,25,,COCA:2016:MAG Gizmodo,"  0%:  / 100  subplot on Glee. They had the experience and the time to get their fan on, and here was a show giving them what they wanted without them having to do any work. There was no demanding gay PaleyFest events, or giant Twitter campaigns seeking to trend queer hashtags over '' official '' ones. # All they had to do was they had to do was wait for Lexa to stop making moon eyes at Clarke, and start making moves. # It also helped that the showrunners seemed to like them. Writer's assistant Shawna Benson (she was just announced as a"
A,B,C,26,,COCA:2016:MAG Gizmodo,"  0%:  / 100  a week since late Febuary) and her opportunistic bisexual wife are a part of a trend that can no longer be ignored. What was once a miserable trope consigned to discussions on L Chat and Tumblr is now in the open, and by more than the frustrated queer girls experiencing it. # And this conversation, which is coming to dominate which is coming to dominate the TV criticism conversation, is happening because of the tiny migratory fandom that did n't shut up, and instead got smarter and savvier with their complaints. Femslash has come a long way from The Facts of Life"
A,B,C,27,,COCA:2016:MAG Daily Beast,"  0%:  / 100  limitations of computing. He has worked extensively on the Unique Games Conjecture (UGC) which has led to new theorem in geometry and the stability of different election systems. # Maggie Nelson, 43, Writer # blended personal and intellectual exploration, addressing '' feminist and queer theory, cultural and art criticism, philosophy and psychology, '' among other psychology, "" among other subjects. Her novel The Red Parts (2007) investigates the impact of sexual violence and "" media spectacle, "" drawing considerable influence from the trial of her aunt's suspected murderer. # Victoria Orphan, 44"
A,B,C,28,,COCA:2016:MAG Huffington Post,"  0%:  / 100  is important to understand how we benefit from women being empowered, and how we gain justice for all by dismantling the social systems and cultural ills that plague them. # Homophobia # There are great talents and heroes of the lesbian, gay, bisexual, transgender, queer and intersex community. Oftentimes, this population is erased from history and demonized erased from history and demonized in the present, constantly fighting for their humanity to be affirmed. The arts have been particularly welcoming of the LGBTQI+ community, as we have seen with Bessie Smith, Josephine Baker, Nikki Giovanni, Audre Lorde"
A,B,C,29,,COCA:2016:MAG Mashable,"  0%:  / 100  that can extremely risky -- sometimes, deadly. # The majority of hate violence homicides in the LGBTQ community target transgender women of color, who also experience some of the highest rates of sexual violence, police brutality trans women of color have held undeniable importance in the queer community, from being the force behind the iconic Stonewall rebellion to embodying some Stonewall rebellion to embodying some of the most intense struggle that queer people can experience. # Even in facing down all this violence, trans women of color are rising in resilience to demand rights and respect -- and true allies need to help"
A,B,C,30,,COCA:2016:MAG Mashable,"  0%:  / 100  transgender women of color, who also experience some of the highest rates of sexual violence, police brutality and employment discrimination. # But trans women of color have held undeniable importance in the queer community, from being rebellion to embodying some of the most intense struggle that queer people can experience. # Even in facing down all this violence, trans all this violence, trans women of color are rising in resilience to demand rights and respect -- and true allies need to help them in that struggle. # If you do n't know where to start in improving your allyship, use these"
A,B,C,31,,COCA:2016:MAG Slate Magazine,"  0%:  / 100  initiating efforts to require trigger warnings. # Photo illustration by Natalie Matthews-Ramo. Photos by Thinkstock. # What's more, as the survey notes, while media narratives paint these cautions as forms of left-wing political correctness warnings arise on conservative campuses in response to explicit or queer content. NCAC executive director Joan Bertin told me that the survey yielded more that the survey yielded more than 94 reports of sex-related trigger warnings, including from art history teachers displaying homoerotic images and studio drawing teachers importuned to announce nudity and help "" conservative students... feel more in control of the material. "" A"
A,B,C,32,,COCA:2016:MAG Slate Magazine,"  0%:  / 100  gay culture. In his foreword, Rus describes the residence's history as a safe haven for gay artists and their work, a role that Tom House took on during the AIDS crisis. In those years, hosted roughly 50 memorial ceremonies and amassed a collection of queer artworks so vast that it had to be stored in a repurposed cargo container in a repurposed cargo container in the back of the house. Today, the site serves as the headquarters of the Tom of Finland Foundation, which champions queer erotic art and preserves Laaksonen's legacy. # Laaksonen's bedroom # Martyn Thompson"
A,B,C,33,,COCA:2016:MAG Slate Magazine,"  0%:  / 100  , according to Dehner, the house hosted roughly 50 memorial ceremonies and amassed a collection of queer artworks so vast that it had to be stored in a repurposed cargo container in the back of the house. Today headquarters of the Tom of Finland Foundation, which champions queer erotic art and preserves Laaksonen's legacy. # Laaksonen's bedroom # Martyn Laaksonen's bedroom # Martyn Thompson / Rizzoli # So Tom House is more than a late artist's home. "" It's an extraordinary place, equal parts frat pad, utopian art collective, art historical archive, sepulcher, community center"
A,B,C,34,,COCA:2016:MAG RollingStone.com,"  0%:  / 100  , assuming she survives her assassination attempt by her faceless rival known as the Waif. Even Yara and Theon Greyjoy's race to Meereen to recruit Daenerys and reclaim the Iron Islands makes some sense given their opponent, stopping at a whorehouse in Volantis so that the unexpectedly queer Lady Greyjoy can promise to '' fuck the tits off '' some lovely working off "" some lovely working girl reduces the urgency of the situation somewhat. # But in King's Landing, it's a different story. Queen Margaery's High Sparrow-induced Stockholm Syndrome is revealed to be a ruse, when the supposedly pious"
A,B,C,35,,COCA:2016:NEWS Chicago Sun-Times,"  0%:  / 100  . # My nephews are beginning to learn that in a country which permits weapons of warfare to be on our streets, the most vulnerable populations are most at risk. They are beginning to learn what too many be a person of color, or poor, or queer, or transgender -- and especially to be all of the above -- is of the above -- is to be at risk every day when hate is flamed by national leaders and guns are far too accessible. # The victims deserve that we act quickly to change the world in which they were murdered. There is"
A,B,C,36,,COCA:2016:NEWS The Boston Globe,"  0%:  / 100  overt expressions of racism and homophobia. He grew up in Detroit, the son of an auto worker and a Medicaid billing clerk; his father died when he was 9. # "" We did n't call it he says, '' I knew that being a' queer' or a' fag' was bad, so I didn't want so I did n't want to be that. "" # He accepted his sexuality as a student at Boston University in the 1980s, and came out in the early days of the AIDS epidemic. When he and some others tried to organize"
A,B,C,37,,COCA:2016:ACAD J Modern Literature,"  0%:  / 100  . The Physiology of Taste. Trans. Anne Drayton. London: Penguin, 1970. Print. # Brooks, Peter. Reading for the Plot: Design and Intention in Narrative. Cambridge, MA: Harvard # Butt, Gavin. Between You and Me: Queer Disclosures in the New York Art World, 1948-1963. Durham, NC: . Durham, NC: Duke UP, 2005. Print. # Capote, Truman. "" La Côte Basque. "" Answered Prayers. New York: Random House, 1987. 139-180. Print. # Clarke, Gerald. Capote: A"
A,B,C,38,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  ).5 I extend Sohn's claim by reading Joey and Daisy's relationship as queer, not to suggest a sexual relationship between the two but to foreground their opposition to the norm. # In this context, Sarita See reminds us, that Filipinos '' are structurally queer to the United States '' (117) because, like the Philippines, , like the Philippines, Filipinos are unincorporated into the United States national imaginary. However, Daisy and Joey's relationship revises this structurally queer relation by offering a queer Filipino national imaginary based on incorporation and inclusion. Moreover, given the neocolonial"
A,B,C,39,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  # In this context, it is worth recalling, as Sarita See reminds us, that Filipinos "" are structurally queer to the United States "" (117) because, like the Philippines, Filipinos are unincorporated into However, Daisy and Joey's relationship revises this structurally queer relation by offering a queer Filipino national imaginary based on incorporation and inclusion. on incorporation and inclusion. Moreover, given the neocolonial turn to prostitution around US military bases (Joey is the product of one such union), heterosocial relationships are queer because they radically oppose the sexual subjugation that undergirds the heterosexual romance,"
A,B,C,40,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  it is worth recalling, as Sarita See reminds us, that Filipinos "" are structurally queer to the United States "" (117) because, like the Philippines, Filipinos are unincorporated into the United States national imaginary 's relationship revises this structurally queer relation by offering a queer Filipino national imaginary based on incorporation and inclusion. Moreover, given the neocolonial Moreover, given the neocolonial turn to prostitution around US military bases (Joey is the product of one such union), heterosocial relationships are queer because they radically oppose the sexual subjugation that undergirds the heterosexual romance, from the sexual economy that"
A,B,C,41,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  United States national imaginary. However, Daisy and Joey's relationship revises this structurally queer relation by offering a queer Filipino national imaginary based on incorporation and inclusion. Moreover, given the neocolonial turn to prostitution around US product of one such union), heterosocial relationships are queer because they radically oppose the sexual subjugation that undergirds the heterosexual romance, from the heterosexual romance, from the sexual economy that dictates Joey's relationship with Rainer to Daisy's rape at the hands of General Nicasio's men. Thus, rather than Joey's sexuality going "" underground "" once he is among the guerrillas"
A,B,C,42,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  exciting possibility of complicating postcolonial and transnational approaches by enriching discussions of queerness, class, and race. # The heterogeneity of Filipino American studies, in fact, provides a model for thinking through many different fractured and historical and interpersonal. Reading Hagedorn alongside Rizal reveals a queer national imaginary that importantly resists cacique democracy by illustrating how the combination of class how the combination of class, ethnic, and gender differences informs this alternative national imaginary. In Rizal, the shift from Filipino as a class identity to an ethnic one strengthens the national project of unification exemplified by Ibarra and Elías. Hagedorn"
A,B,C,43,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  Filipino as a class identity to an ethnic one strengthens the national project of unification exemplified by Ibarra and Elías. Hagedorn, meanwhile, updates these issues of class and ethnicity by showing how the neocolonial mixed-race subject (Joey, could be incorporated into the nation through a queer heterosocial framework. # Excavating this previously unacknowledged tradition contextualizes and invigorates Hagedorn's contextualizes and invigorates Hagedorn's work by locating the source of her radical politics. In fact, reading Rizal through Hagedorn illuminates the social advances that Rizal could not yet imagine: the incorporation of female and queer subjects into the national imaginary."
A,B,C,44,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  could be incorporated into the nation through a queer heterosocial framework. # Excavating this previously unacknowledged tradition contextualizes and invigorates Hagedorn's work by locating the source of her radical politics. In fact, reading Rizal through Hagedorn could not yet imagine: the incorporation of female and queer subjects into the national imaginary. However, the importance of this tradition extends importance of this tradition extends beyond recovery. By situating Dogeaters within a longer Philippine tradition, we can investigate how the guerrilla conversion narrative responds to and interprets specific historical conditions. For example, Ninotchka Rosca's State of War also takes place"
A,B,C,45,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  "" was a society in itself, even though those who lived in it had as yet no common name. That he was the first to imagine this social whole explains why he is remembered today as the First # 4. This usage marks a larger shift in queer theory reflected in the work of scholars David L. Eng, Judith Halberstam, Eng, Judith Halberstam, and José Esteban Muñoz who view queerness as invested in critiques of the normative. These scholars imagine queerness as not solely tied to sexuality and sex acts, but as "" a political metaphor without a fixed referent """
A,B,C,46,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  Delmendo, Sharon. The Star-Entangled Banner: One Hundred Years of America in the Philippines. New Brunswick: Rutgers UP, 2004. # Derrida, Jacques. The Politics of Friendship. London: Verso, 1997. # , and José Esteban Muñoz. Introduction. What's Queer About Queer Studies Now? Ed. Eng, Halberstam, and Muñoz. Halberstam, and Muñoz. Spec. issue of Social Text 23.3-4 (2005): 1-17. # Gairola, Rahul K. "" Deterritorialisations of Desire:' Transgressive' Sexuality as Filipino Anti-Imperialist Resistance in Jessica Hagedorn's Dogeaters. "" Philament 7 (2005"
A,B,C,47,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  Sharon. The Star-Entangled Banner: One Hundred Years of America in the Philippines. New Brunswick: Rutgers UP, 2004. # Derrida, Jacques. The Politics of Friendship. London: Verso, 1997. # Eng, José Esteban Muñoz. Introduction. What's Queer About Queer Studies Now? Ed. Eng, Halberstam, and Muñoz. Spec. issue and Muñoz. Spec. issue of Social Text 23.3-4 (2005): 1-17. # Gairola, Rahul K. "" Deterritorialisations of Desire:' Transgressive' Sexuality as Filipino Anti-Imperialist Resistance in Jessica Hagedorn's Dogeaters. "" Philament 7 (2005):"
A,B,C,48,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  American Cultural Politics. Durham: Duke UP, 1996. # Mendible, Myra. "" Dictators, Movie Stars, and Martyrs: The Politics of Spectacle in Jessica Hagedorn's Dogeaters. "" Genders 36 (2002) 1 Aug. 2013. # Mendoza, Victor. '' A Queer Nomadology of Jessica Hagedorn's Dogeaters. '' American Literature 77.4 (2005) Literature 77.4 (2005): 815-45. # Nguyen, Viet Thanh. Race and Resistance: Literature and Politics in Asian America. Oxford: Oxford UP, 2002. # Ponce, Martin Joseph. Beyond the Nation: Diasporic Filipino Literature and Queer"
A,B,C,49,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  "" A Queer Nomadology of Jessica Hagedorn's Dogeaters. "" American Literature 77.4 (2005): 815-45. # Nguyen, Viet Thanh. Race and Resistance: Literature and Politics in Asian America. Oxford: Oxford UP Joseph. Beyond the Nation: Diasporic Filipino Literature and Queer Reading. New York: New York UP, 2012. # Rafael, Vicente 2012. # Rafael, Vicente L. White Love and Other Events in Filipino History. Durham: Duke UP, 2000. #. "" White Love: Surveillance and National Resistance in the U.S. Colonization of the Philippines. "" Cultures of United States Imperialism"
A,B,C,50,,COCA:2016:ACAD Modern Fiction Studies,"  0%:  / 100  , Eve K. Between Men: English Literature and Male Homosocial Desire. New York: Columbia UP, 1985. # See, Sarita E. The Decolonized Eye: Filipino American Art and Performance. Minneapolis: U of Minnesota Stephen Hong. '' From Discos to Jungles: Circuitous Queer Patronage and Sex Tourism in Jessica Hagedorn's Dogeaters. '' MFS 56.2 ( . "" MFS 56.2 (2010): 316-48. # Sommer, Doris. Foundational Fictions: The National Romances of Latin America. Berkeley: U of California P, 1991."
A,B,C,51,,COCA:2016:ACAD The Journal of Hip Hop Studies,"  0%:  / 100  , 2012, longurl # 5 Chang, Ca n't Stop, Wo n't Stop. 90. # 6 Josh Kun, Audiotopia: Music, Race, and America (Berkeley: University of California Press, 2005) Paradigm Smalls, '' Critical Intimacies: Hip Hop as Queer Feminist Pedagogy, '' Women & Performance: A Journal of Feminist Theory 24 Journal of Feminist Theory 24, no. 1 (January 2, 2014): 1-2, **32;6123;TOOLONG # 7 Daniel White Hodge, The Soul of Hip Hop: Rims, Timbs and a Cultural Theology (Downers Grove, Ill: IVP Books"
A,B,C,52,,COCA:2016:ACAD The Journal of Hip Hop Studies,"  0%:  / 100  Records, 1999. # -. "" One Mic. "" Stillmatic. Ill Will Records; Columbia Records, 2002. # Ortiz, Joell, and Slaughterhouse. "" Weight Scale. "" Shady Records, 2012. # Pabón Paradigm Smalls. '' Critical Intimacies: Hip Hop as Queer Feminist Pedagogy. '' Women & Performance: A Journal of Feminist Theory 24 Journal of Feminist Theory 24, no. 1 (January 2, 2014): 1-7. **32;6219;TOOLONG # Poulson-Bryant, Scott. ""' Put Some Bass in Your Walk': Notes on Queerness, Hip Hop, and the Spectacle of the Undoable"
A,B,C,53,,COCA:2016:ACAD J Modern Literature,"  0%:  / 100  months after its publication, Esquire received forty requests a day for copies of the story (488). # 8. It would require a separate article to discuss the issue of sexual orientation in this particular story Styron's association of talent with a kind of particularly queer personality trait was one way in which homosexuality, at mid-century, could be at mid-century, could be valorized and legitimated by mainstream culture, thereby challenging the otherwise abject condition of gayness within American social and cultural life at the time (see Butt 59). # 9. Perhaps an alternate psychoanalytic tradition could prove"
A,B,C,54,,COCA:2016:ACAD Journal of Narrative Theory : JNT,"  0%:  / 100  ' he said. His eyes blazed in anger "" (217). This Maxim orders her to change her dress in a voice that she claims not to recognize, though she has heard it before (147 not a voice I knew... harsh and queer '' (217). Interestingly, the narrator shifts tense just before Maxim shifts tense just before Maxim speaks, when she describes the impact of her costume: "" Something was wrong, they had not understood. Why was Maxim looking like that? Why did they all stand like dummies, like people in a"
A,B,C,55,,COCA:2016:ACAD Journal of Narrative Theory : JNT,"  0%:  / 100  ; Alison Light maps the course of the narrator's experience through and to a middle-class subjectivity in the context of the post-war middlebrow novel; Michelle Massé examines the trajectory of the narrator's passage from beaten to beater Janet Harbord, Jaime Hovey, and Annamarie Jagose present queer readings that take up the problem of the heterosexual fantasy; Sylvie Maurel argues fantasy; Sylvie Maurel argues that the narrator's use of tropes undermines the fixity of gender positions; Avril Horner and Sue Zlosnik focus on the power of writing in the novel; Nicola Watson explores reader reception; and Ina Habermann analyzes the"
A,B,C,56,,COCA:2016:ACAD Journal of Narrative Theory : JNT,"  0%:  / 100  # Auerbach, Nina. Daphne Du Maurier, Haunted Heiress. Philadelphia: U Pennsylvania P, 2000. # Berenstein, Rhona. ""' I'm Not the Sort of Person Men Marry': Monsters, Queers '' Out in Culture: Gay, Lesbian, and Queer Essays on Popular Culture. Ed. Corey K. Creekmur and Alexander Doty. Creekmur and Alexander Doty. London: Continuum, 1995. # Blackford, Holly. "" Haunted Housekeeping: Fatal Attractions of Servant and Mistress in Twentieth-Century Female Gothic Literature. "" Lit: Literature Interpretation Theory 16.2 (2005): 233-61. # Booth"
A,B,C,57,,COCA:2016:ACAD Studies English Literature,"  0%:  / 100  "" Social Science and Medicine 99 2013: 187-93). Perhaps similar to this use of the idea of simultaneous identities is the concept of "" intersectionality "" that has been central to feminist studies for the last twenty-five Susan S. Lanser, eds., Narrative Theory Unbound: Queer and Feminist Interventions Columbus: Ohio State Univ. Press, 2015). Press, 2015). An older term from anthropology is Johannes Fabian's "" coeval, "" used to indicate ethical temporal relation between ethnographers and indigenous subjects (Time and the Other: How Anthropology Makes Its Object New York: Columbia Univ"
A,B,C,58,,COCA:2016:ACAD Chronicle Higher Education,"  0%:  / 100  gay, bisexual, transgender students. So how did you gain that profile? And how do you maintain it? # IAN BICKFORD: Yeah, I had a student say to me the other day that Simon that she experienced a kind of radical acceptance as a queer student. And I asked her, Why? And she said, Well And she said, Well, you know, the first thing I noticed is that the restrooms in the classroom buildings are gender inclusive. Nobody makes a big deal about that. It's not announced or broadcast, it simply is."
A,B,C,59,,COCA:2016:ACAD Chronicle Higher Education,"  0%:  / 100  hearts out on the court, I am reminded of the responsibility that coaches have to be with young people in ways that encourage them to transform this sense of freedom into a more liberated consciousness of themselves and the within powerful impersonal systems that work to constrain colored, queer, and female bodies in the United States. But precisely because of this But precisely because of this embeddedness, athletics has the power to challenge those systems. To foster healing on college campuses, sports teams in general and Yale University basketball in particular must confront the myth that athletics are mere recreation, or worse"
