CATEG,,,ALL,,SOURCE,
A,B,C,12,,COCA:2007:FIC Bk:SundayList,"  0%:  / 100  the driveway in her life, and never realized until the mid-' 70s that the Beaver was destined to be gay. My God, the kid wore patent leather shoes, parted his hair on the side and his arms. Today the Beav would be on' Queer Eye for the Straight Guy.' '' The house murmured her out of house murmured her out of the 1960s and into the short hall-nothing unusual there-past the two smaller bedrooms where more boxes of shit sat waiting for transportation to their new destinations, into the living room that was still untouched so Connie could make believe"
A,B,C,13,,COCA:2007:FIC Bk:MichaelTolliver,"  0%:  / 100  in their SUVs and Hummers barreling down the middle of Noe Street as if leading an assault on a Third World nation. And those freshly minted queens down at Badlands, wreathed in cigarette smoke and attitude, who meant a subscription to Out magazine and regular attendance at Queer as Folk night. Not to mention the traffic snarls and the fuck-you-all matre snarls and the fuck-you-all matre d's and the small-town queers who brought their small-town fears to the Castro and tried to bar..."
A,B,C,14,,COCA:2007:FIC Bk:HighSeason,"  0%:  / 100  exactly Casanova to begin with. "" Coffin placed the two photos side by side and looked at them closely. "" Does your husband sleep with men, Mrs. Merkin? "" "" No! Good Lord. Just a dress every now and then doesn't make him queer. '' Coffin raised his eyebrows. '' Did you two have an argument you two have an argument or anything last night, before he...? "" She dabbed at her eyes again; the Kleenex was smeared with mascara. "" I am too daggone tired out by all this business to fight about"
A,B,C,15,,COCA:2007:FIC BkJuv:BloodDreams,"  0%:  / 100  without a freakin' map. "" "" Which is why Dani is here. "" Those pale sentry eyes were fixed on her face. Dani felt wholly inadequate. "" I-I don't- All I know is that he '' And Miranda? '' The name caused her a queer little shock, and for no more than a heartbeat, Dani had the heartbeat, Dani had the dizzy sense of something out of place, out of sync somehow. But she had an answer for him. Of sorts. "" She isn't-dead. Yet. She's bait, you know that. She was"
A,B,C,16,,COCA:2007:FIC Mov:EasternPromise,  0%:  / 100  wo n't dance. PINK Revision - 11/12/06 43. 44 CONTINUED: Kirill is glaring at Nikolai. KIRILL Come on Nikolai. Who are you going to fuck? A pause. KIRILL (CONT'D) I'm I want to make sure you're not a fucking queer. Kirill looks suddenly wild. He swigs his whisky. A long pause whisky. A long pause. NIKOLAI You've drunk enough Kirill. KIRILL Enough? Kirill hurls his whisky bottle against the wall. The girls all flinch. KIRILL (CONT'D) You fucking Siberian ox do n't tell a vor what
A,B,C,17,,COCA:2007:FIC Mov:EasternPromise,  0%:  / 100  A pause. Nikolai studies Kirill's anger. KIRILL (CONT'D) I've brought you to my dad's best stable. He uses this place himself. They're all clean. Now I'm going these girls to prove to me that you ain't queer. A pause. KIRILL (CONT'D) So which one is it So which one is it going to be? Silence. Nikolai looks around the room. Finally... Nikolai turns to the girl who is sobbing. NIKOLAI Her. Kirill smiles. WHITE Revision - 9/12/06 44. 45 INT. SUBURBAN HOUSE.
A,B,C,18,,COCA:2007:FIC Mov:EasternPromise,"  0%:  / 100  must be open with me. Thieves- in-law. A pause. Semyon nurses his vodka. SEMYON (CONT'D) What was Soyka saying about the Prince? He stares into Nikolai's eyes. Finally, Nikolai a drunk. And that he is also... a queer. Semyon swigs his vodka and Nikolai swigs his. Semyon pours two more . Semyon pours two more. Semyon has to stare out of the window to hide his emotion. SEMYON (softly, in Russian) My only son. They both knock their drinks back. Semyon looks suddenly angry as he peers out"
A,B,C,19,,COCA:2007:FIC Mov:EasternPromise,"  0%:  / 100  a swig. SEMYON (CONT'D) They took blood from me with a needle. Probably the same needle they use for all the junkies and whores and blacks and queers. He glares at Kirill as he (CONT'D) Now I probably have the fucking queer disease. Kirill has his back turned, doesn't react. Semyon sits n't react. Semyon sits heavily. Finally... KIRILL Why would they want your blood, papa? For the first time Semyon looks vulnerable and confused as he admits.... SEMYON I do n't know. Kirill is surprised to see his father"
A,B,C,20,,COCA:2007:ACAD AfricanArts,"  0%:  / 100  stereo view of the same vintage but from a different location. "" Pigmies sic from the Congo and huts -- man whirling sticks to make fire, World's Fair at St. Louis "" (Fig. 4) is a human exhibit at the 1904 event. '' This queer village and the queerer little black folk you find on a reservation over near on a reservation over near the western limits of the Exposition grounds. "" -- so begin the notes on the card's reverse. Later, they continue: # 4a and b (detail) "" Pigmies from the Congo and huts --"
A,B,C,21,,COCA:2007:FIC Mov:JesseJames,"  0%:  / 100  His right foot rapidly taps the floor. JESSE Your crops in? ED MILLER I do n't got much. A garden patch and pasture. I was sick at planting time. JESSE Ed, how you feeling JESSE: ED MILLER Why? JESSE You're acting queer. ED MILLER Well, you and me, we ain't been just we ai n't been just real good friends lately. It's not your fault, you understand. You hear talk though. JESSE Talk? ED MILLER People tell you things. JESSE Why do n't you give me an example. 39"
A,B,C,22,,COCA:2007:FIC Mov:Havoc2,"  0%:  / 100  are hanging out, talking about Sean. WENDY He's from Chicago. ANN So he transferred as a senior? WENDY I guess. People transfer. ANN In third grade people transferred. We've had the . WENDY So? BILLIE He seems a little too Queer Eye and not enough Straight Guy. WENDY (a little too quickly) a little too quickly) He's not. He's nice. BILLIE He's nice? 11/4/05 13. WENDY He was nice to Nathan. BILLIE Your brother is easy to be nice to. Like puppy dogs and homeless people."
A,B,C,23,,COCA:2007:FIC Mov:Havoc2,"  0%:  / 100  think this is you, being lost and frightened and you do n't know what else to do. Billie does n't respond, she just reaches into the bag and pulls out WENDY'S BOX from Robert's house ground in front of Wendy. BILLIE I think your queer ass boyfriend would really dig this, huh? I was thinking of putting I was thinking of putting it in his locker. A little after- track-practice surprise. Wendy goes for it but Billie is faster and she holds onto the box. WENDY (calmly as possible) You know what? Go ahead. It"
A,B,C,24,,COCA:2007:MAG PsychToday,"  0%:  / 100  . But thanks to evolution, all relationships share the canny subterfuge and emotional acrobatics of mating intelligence to which, in some measure, they owe their success. Sidebar MEN HAVE A NOTORIOUSLY ELASTIC TAKE ON WOMEN'S IT A '' TAKE-ALL-PRISONERS '' APPROACH TO FLIRTING. Sidebar QUEER IQ: The Gay Couple's Advantage '' THERE WILL ALWAYS be a battle WILL ALWAYS be a battle between the sexes because men and women want different things, "" quipped comedian George Burns. "" Men want women and women want men. "" But when men want men and women want women, each couple can"
A,B,C,25,,COCA:2007:MAG Ebony,"  0%:  / 100  rationale offered by some that it's fine for Blacks to use the N-word among themselves but not for others to do so. He personally prefers that it is never used. Yet Asim says individual groups must choose others to use the words with impunity. '' With queer, some homosexuals say it's OK and some say it's not. say it's not. That's between homosexuals, "" says Asim, a reporter for the Washington Post. "" They can determine that. It's not for me to say it, so I'm not offending any of them..."
A,B,C,26,,COCA:2007:MAG MotherJones,"  0%:  / 100  hoist their signs (Stop Ducking the Truth; NARTH Is Goofy), make quacking noises, and yell "" Shame! "" in our general direction. Byrd looks out the door, shakes his head, and says, '' Quack, quack? They're the queer ducks. '' I wait until the foyer is empty before I head out empty before I head out to talk to Wayne Besen, a tall man in a polo shirt, who is pulling the props and costumes out of his car trunk He runs Truth Wins Out, an organization devoted to debunking the research of"
A,B,C,27,,COCA:2007:MAG PopScience,"  0%:  / 100  would be saying, Well, if you like those little bursts of acidity, we can put some gelatin pearls in there, infused with Clearlime, so that whenever you bite one... "" Ted Allen is a Iron Chef America, the food and wine expert on Queer Eye, and the author of The Food You Want to Eat. BOX Want to Eat. BOX RECIPE FOR MOJITO-STRAWBERRY SALSA -- THE DAVE ARNOLD WAY Here's a little food-technology magic you can try at home. Note that the commercial vacuum sealer is n't strictly required. But man, it's cool INGREDIENTS RUM"
A,B,C,28,,COCA:2007:MAG Skiing,"  0%:  / 100  seems, have no clue that their town is at that moment one of the epicenters of the world gay scene. WinterPRIDE may be big, but it makes a small footprint. Still, that does n't stop jackets from wandering the village square calling each other '' queer '' loud enough to indirectly taunt any passersby. The gang breaks down in The gang breaks down in fits of laughter when two men stride by hand in hand. Typical teenage stuff, but I cringe thinking about what my new friends would have felt, or even done, if the slurs were aimed at them"
A,B,C,29,,COCA:2007:NEWS SanFranChron,"  0%:  / 100  . The Vienna Choir Boys (March 9) and Tango Buenos Aires (Nov. 23) are on the schedule. So are the Shaolin Warriors (Oct. 5) and Spirit of Uganda (Feb. 2). -- Steven Winn # It's here, it's queer -- # 10th annual arts fest # '' Is Gay Male Culture Dead? Gay Male Culture Dead? "" That's the interrogatory title for a June 15 night of performance and readings at the Jon Sims Center. As one of 50 events scheduled in a monthlong National Queer Arts Festival, the question would seem largely"
A,B,C,30,,COCA:2007:NEWS SanFranChron,"  0%:  / 100  -- Steven Winn # It's here, it's queer -- # 10th annual arts fest # "" Is Gay Male Culture Dead? "" That's the interrogatory title for a June 15 night of performance and readings As one of 50 events scheduled in a monthlong National Queer Arts Festival, the question would seem largely rhetorical. But take nothing for . But take nothing for granted in programming that includes a night of transgender women addressing the "" penis issue, "" a Slumber Party Cabaret, a Lesbian Photographers' Salon and "" A Queer Night at the Opera. "" This 10th annual"
A,B,C,31,,COCA:2007:NEWS SanFranChron,"  0%:  / 100  . As one of 50 events scheduled in a monthlong National Queer Arts Festival, the question would seem largely rhetorical. But take nothing for granted in programming that includes a night of transgender women addressing the "" penis Cabaret, a Lesbian Photographers' Salon and '' A Queer Night at the Opera. '' This 10th annual event rolls out in 13 event rolls out in 13 San Francisco venues June 1-30. # A June 2 QBall party and performances at the San Francisco Lesbian Gay Bisexual and Transgender Community Center gets things off to an officially celebratory start. Marga Gomez is the closing weekend"
A,B,C,32,,COCA:2007:NEWS WashPost,"  0%:  / 100  's something wonderfully over-the-top about Fellow Travelers, and particularly about Hawk, who, starting with his penetrating name, is a sort of fill-in-the-blanks avatar of masculine potency. And while his aw-shucks humor and sheeny wit eventually qualities also allow him to pass the State department's queer test with flying colors. Not surprisingly, he's a '' top. 's a "" top. "" Tim, by contrast, is as much of a "" foggy bottom "" as the D.C. neighborhood in which he and Hawk tryst. # Tim's efforts to reconcile his homosexuality with his Catholicism lead his mind"
A,B,C,33,,COCA:2007:NEWS NYTimes,"  0%:  / 100  to give us a taste of a critical-academic approach to knowledge, not just a religious one. And the teachers of the secular subjects were fantastic. One of the best taught me eighth-grade English when he was barely he became a poet, a professor and an important queer theorist. Given Orthodoxy's condemnation of homosexuality, he must have made it he must have made it onto the faculty through the sheer cluelessness of the administration. Lord only knows what teachers like him, visitors from the real world, made of our quirky ways. (In the book of poems about his teaching"
A,B,C,34,,COCA:2007:NEWS SanFranChron,"  0%:  / 100  ) and Telluride (Friday-Monday) all crowd each other on the increasingly crammed international film festival calendar. The clamor for attention is now almost constant. In the Bay Area, for alphabetical starters, there are festivals , Armenian and Asian American film. June brings the Queer Women of Color Film Festival. July offers the San Francisco Sex Worker Film San Francisco Sex Worker Film and Arts Festival. The call for entries is now out for next year's San Francisco Ocean Film Festival. Any director without a film festival credit of one kind or another must not be trying very hard."
A,B,C,35,,COCA:2007:NEWS NYTimes,"  0%:  / 100  hypocrisy. # In his new study, "" Gay Artists in Modern American Culture: An Imagined Conspiracy, "" Michael S. Sherry, a professor of history at Northwestern University, provides fresh thinking about the aesthetic portions those picket signs sprang. What Sherry calls a '' queer moment '' of midcentury creative ferment saw gay artists like Tennessee Williams and Aaron like Tennessee Williams and Aaron Copland producing an "" accessible "" modernism, whose achievements sometimes seemed to portray American ways and ideals more attractively than the work of their heterosexual colleagues. This looked particularly true in the higher echelons of popular culture:"
A,B,C,36,,COCA:2007:NEWS NYTimes,"  0%:  / 100  been commissioned by the Air Force. When focusing on the cold war that followed, Sherry outlines -- and occasionally overstates -- the peculiar role that gay American artists played in the cultural competitions between the United States and in Allen Ginsberg's phrase, to put their '' queer shoulder to the wheel, '' they were welcome to showcase the American arts to showcase the American arts on sponsored trips abroad, however undesirable they might be for permanent diplomatic employment. The "" nexus of cultural empire and queer creativity "" leaves Sherry decidedly uneasy; he points out that he's "" shaken my fist"
A,B,C,37,,COCA:2007:NEWS NYTimes,"  0%:  / 100  to Me "" is followed by Elton Motello's "" Jet Boy Jet Girl, "" a late-' 70s new wave song with explicit lyrics about gay sex. Other key tracks include Mildred Bailey's "" I'd '' and Josie Cotton's '' Johnny, Are You Queer? '' as well as songs from two of Mr. Waters's regular actresses Mr. Waters's regular actresses: Mink Stole's "" Sometimes I Wish I Had a Gun "" and Edith Massey's "" Big Girls Do n't Cry. "" # The 14 songs are arranged to tell the story of an imaginary date that"
A,B,C,38,,COCA:2006:NEWS SanFranChron,"  0%:  / 100  word. "" # Rick Wingrove, a 56-year-old former Navy Seabee who in January was named a federal lobbyist for American Atheists, another national group, said atheists have to be loud and proud when pressing their point 're saying,' We're here, we're queer, get used to it,' '' said Wingrove, an unpaid, Wingrove, an unpaid, part-time lobbyist whose day job is as a Web developer. "" And I'm not gay. "" # So why have n't more atheists picked up the atheist pride megaphone and started shouting? # The problem,"
A,B,C,39,,COCA:2006:ACAD FeministStud,"  0%:  / 100  When that was the reaction I received, I totally disassociated myself from Arabs. I felt I could n't be Bay and Arab. I felt that either I have to 80 home and be straight or be totally But later, I sot a lot of support from queer Arab networks. # One of the first people I met was Samah. I met was Samah. She was doing some research and asked if she could interview me. I did it and we both cried. Then I went to a queer Arab women's gathering. I was the younsest one and everyone knew"
A,B,C,40,,COCA:2007:FIC HarpersMag,"  0%:  / 100  into the speed. Things began to be a little less streaky and before long they were hardly streaking at all, and the music began to sound a little the way mama did when she was n't really thinking she called thinking out loud, and a kind of queer sadness began to get under everything like sometimes late in the afternoon, as in the afternoon, as if something was beginning to be over with that you could n't make last longer, and could n't ever have again; this was so even when you were practically sure you would be let stay on for another"
A,B,C,41,,COCA:2007:FIC HarpersMag,"  0%:  / 100  it was the last ride for you, then you saw mostly the other people who were staying on and were n't even budging but just looking at you, proud and easy, while daddy unstrapped things and helped were down on your own feet, it always felt queer and unsure for a minute or so, to be walking. But there be walking. But there was something even more wonderful than the merry-go-round and that was the little train, and he always had at least one ride on that. If you got on the little train it took you way out along the"
A,B,C,42,,COCA:2007:FIC Analog,"  0%:  / 100  . The suit was extremely heavy under full gravity, so there were several technicians there to help him into it in the Neutral Buoyancy Laboratory. "" Whoo, boy, "" Bubba said as he sat while a the LTA. '' I feel like I'm on Queer Eye for the Straight Guy. These come with pleats? '' Without looking pleats? "" Without looking up, the technician said, "" Do n't worry, we'll do Carson proud. Just do n't try and "" jeuge "" the sleeves. "" Then it was into the huge pool. As a rule"
A,B,C,43,,COCA:2007:FIC Analog,"  0%:  / 100  , one of the workmen bristles. "" This ai n't no slaughterbucket, begging your pardon, sir! Hogs ai n't in it. "" But the Englishman explains that a hog's head is a measure of this both placates the men and amuses them with the queer notions of foreigners. '' Explain it to me again, '' Buridan asks again, "" Buridan asks his guest. As a physicist, he is unaccustomed to instruments and making measurements. "" The weight of the water is a surrogate for the passage of time? "" "" Yes, yes! "" Heytesbury exclaims"
A,B,C,44,,COCA:2007:FIC KenyonRev,"  0%:  / 100  around his father had fallen backwards, his legs drooped over the stump. Vernon ran and propped him up. His father's skin was the pale gray of something extinguished. "" Are you my daddy? "" . '' You all right, Pop? '' A queer smile brightened his father's face. '' You remember when I came home remember when I came home from the war? "" They'd had a party and a cake with lemon icing. "" Yes, sir. "" "" Remember the first thing you said to me? "" "" No, sir. """
A,B,C,45,,COCA:2007:FIC SouthernRev,"  0%:  / 100  paint, seeing... for the first time... Her head... Carrington! Carrington! How beautiful, the first... Wasted years on her, but painting, painting. With the charity of the Jews and the then she. With Strachey, of all. A queer, instead of a Jew. Brings back a few days before Christmas in few days before Christmas in their rooms at the Triangle-was it "" 14, "" 15? Lawrence and Frieda and Katherine and her old Murray... and **39;2416;TOOLONG it aloud... Frieda put up some mistletoe. Wonderful pagan rite, Lawrence said,"
A,B,C,46,,COCA:2007:FIC SouthernRev,"  0%:  / 100  ##1014153 ON MY ARRIVAL AT BOARDING SCHOOL in Colbrook, New Hampshire, my classmates assigned me to a small band of Third Form pariahs: leg had been withered by polio, and an ostensible queer. It was, I accepted, understandable. We four stood apart-one stood We four stood apart-one stood both apart and askew-in a corps of fair princes straight in nose and habit and limb. My task was tacit and clear: I had four years to escape my assignment. Instead, matters immediately grew worse."
A,B,C,47,,COCA:2007:FIC NewEnglandRev,"  0%:  / 100  . "" He looks up at tire scattered white clouds coming over from Jersey. He hears a helicopter punch a row of dots across the sky. On Canal, vendors flog cheap watches, scarves, ties, rings. It's so hot no one thinks it queer for a poet to be standing on a street corner hawking a sheaf of corner hawking a sheaf of poems or for a big woman under a red straw hat to be sitting on a small stool in front of a portable easel painting imaginary ducks on the Hudson in front of the Statue of Liberty. People are"
A,B,C,48,,COCA:2007:FIC MassachRev,"  0%:  / 100  England and is planning on attending graduate school to earn bis MFA in creative writing. This is his first publication in a nationally distributed magazine. # 14312 DESPITE SEVEN YEARS OF EMPLOYMENT at the Queer Zoo, Sam's understanding of the culture remains scattered. The flamingo exhibit scattered. The flamingo exhibit is wildly popular among gay men, but why, exactly, is this? What's the history there? Also he wonders about the enthusiasm with which their lesbian visitors respond to the big cats, and to"
A,B,C,49,,COCA:2007:FIC MassachRev,"  0%:  / 100  to the manatees. Staff meetings are thick with acronyms and eyebrow maneuvers. Sam does his best to participate in the banter, although he's only just learned to say certain words without stuttering. He listens for straight employees. There's no actual policy at the Queer Zoo against employing people like him: that would be illegal. His girlfriend be illegal. His girlfriend Teri says he underestimates his co-workers, that they're more open-minded than he gives them credit for. But it would be absurd, after all this time, to admit he is n't gay. He likes these"
A,B,C,50,,COCA:2007:FIC MassachRev,"  0%:  / 100  gives them credit for. But it would be absurd, after all this time, to admit he is n't gay. He likes these people. He likes being a member of their club. Sam cleans cages . No, not cages: enclosures. At the Queer Zoo, the word '' cage '' is forbidden. The Queer Zoo is . The Queer Zoo is home to the world's largest collection of homosexual, bisexual and transgender animals. Our 200-aae compound includes an African savanna, habitat to 14 species of antelope, five giraffes and world-famous lesbian elephants Kikora and Irene,"
A,B,C,51,,COCA:2007:FIC MassachRev,"  0%:  / 100  all this time, to admit he is n't gay. He likes these people. He likes being a member of their club. Sam cleans cages. Monkeys, birds, elephants. No, not cages: , the word '' cage '' is forbidden. The Queer Zoo is home to the world's largest collection of homosexual, bisexual and of homosexual, bisexual and transgender animals. Our 200-aae compound includes an African savanna, habitat to 14 species of antelope, five giraffes and world-famous lesbian elephants Kikora and Irene, who in 2008 became famous for co-parenting Irene's baby afier she"
A,B,C,52,,COCA:2007:FIC MassachRev,"  0%:  / 100  . It's six in the morning, summer work hours. Sam is cleaning the Bonobo habitat. Soon visitors will line up outside, waiting for the gate to open: moms from town anxious for an opportunity madly before the temperature hits triple digits at ten-thirty. Queer or not, to the locals it's still just a zoo. Bixby just a zoo. Bixby twitches her rear end at the male who arrived from the Bronx three weeks ago. Bonobos are ninety-eight percent bisexual. Lately Sam has been keeping an eye on Bixby. Today she screams in protest at the sexual"
A,B,C,53,,COCA:2007:FIC MassachRev,"  0%:  / 100  interest in sexual activity with the other females. Sam wishes he could warn Bixby to watch her back. We are pleased to present for consideration this request for $200,000 to support a new and exciting project that will awareness about animal homosexuality. The operating budget of the Queer Zoo is $19.6 million. In terms of financial resources, we are the resources, we are the twelfih largest zoo in the United States.The zoo attracts five hundred thousand visitors a year: we are among the busiest tourist attractions in Arizona, second only to the Grand Canyon. Our mission is to raise public awareness"
A,B,C,54,,COCA:2007:FIC MassachRev,"  0%:  / 100  year: we are among the busiest tourist attractions in Arizona, second only to the Grand Canyon. Our mission is to raise public awareness about the biological fact of homosexuality while bringing a fun and educational experience to were up to Sam, the mission statement of the Queer Zoo would have better syntax. Five years ago, Alice, the philanthropist , Alice, the philanthropist who founded the zoo, asked Sam to fill out an application for a foundation grant that would enable them to expand the antelope habitat. Until that point, all Sam had written was a series of unpublished screenplays"
A,B,C,55,,COCA:2007:FIC MassachRev,"  0%:  / 100  a joint, which he supposes is the time one normally acquires this skill, he uses a small glass pipe. He scores dope-yet is unlikely to reach a comfort level with its jargon; could n't see himself I scored some dope-from Brian, an assistant in the Queer Zoo's accounting office. Brian and his lover Dave raise it in their Dave raise it in their greenhouse alongside their blue-ribbon orchids. Dave manages the zoo's gift shop. Brian began growing pot when Dave underwent chemo for testicular cancer. When the cancer was gone Brian and Dave just kept growing it. They"
A,B,C,56,,COCA:2006:ACAD FeministStud,"  0%:  / 100  and pass as white. But later, I sot a lot of support from queer Arab networks. # One of the first people I met was Samah. She was doing some research and asked if she could and we both cried. Then I went to a queer Arab women's gathering. I was the younsest one and everyone knew that one and everyone knew that I came out a week after I turned eighteeen and was kicked out by my parents four months later. I was the baby. They all supported me. Over the years, they've become my family."
A,B,C,57,,COCA:2006:ACAD FeministStud,"  0%:  / 100  morn tells me, "" Just go have sex with a man-maybe you'll change, "" and I say, # "" Maybe you should try it with a woman. "" She keeps finding ways to say I tell her, '' You don't know how many queer Arabs I know. '' She says, '' They're American, they They're American, they're American born, they're not Arab. "" or "" They must be Christian, "" or "" Their fathers must not be around because no father would accept his daughter being gay. "" # They blamed"
A,B,C,58,,COCA:2006:ACAD FeministStud,"  0%:  / 100  , my eyes followed an arrow, drawn in thick black marker that pointed to the words QUEER ARABS and was connected to the words, ONE OF MANY PROBLEMS. # Looking closer, I noticed another message superimposed blue ink. A line was drawn between the words QUEER and ARABS and the letter '' S '' was added to the beginning of added to the beginning of the word "" EXIST. "" I re-read it several times before I finally understood that superimposed upon QUEER ARABS EXIST, the new message, in coupling the words ARABS and SEXIST, implied that ARABS are SEXIST."
A,B,C,59,,COCA:2007:ACAD SocialWork,"  0%:  / 100  and social constructionism. The article argues that the transgender community is an at-risk population and that empowering practice with this population calls on social workers to target society's traditional gender dichotomy for change. An overview of practice . # KEY WORDS: at-risk populations; gender; queer theory; social constructionism; transgender # This article puts forth a radical argument puts forth a radical argument: Social workers should reject a dichotomous understanding of gender in favor of more accurate and affirming conceptualizations of gender. Best practices with the transgender population requires as much. In developing this argument, three central points will"
A,B,C,60,,COCA:2007:ACAD SocialWork,"  0%:  / 100  an accurate understanding of gender. # Many disciplines have contributed to current knowledge of gender and the transgender community (for example, psychology, literature, medicine, sociology, anthropology, and philosophy). I have sociological insights available at the intersection of social constructionism and queer theory. This conceptual site offers rich, thought-provoking considerations of gender, while considerations of gender, while creating fertile ground for no less than the elimination of gender-based oppression. As such, it offers alternatives to pathological models noted by several authors as historically dominant in psychological and medical thinking about transgendered people (Cooper,"
A,B,C,61,,COCA:2007:ACAD SocialWork,"  0%:  / 100  less than the elimination of gender-based oppression. As such, it offers alternatives to pathological models noted by several authors as historically dominant in psychological and medical thinking about transgendered people (Cooper, 1999; Gagn, Tewksbury Langer &; Martin, 2004). Social constructionism and queer theory make a compelling case, and one consistent with social work's values with social work's values and ethics, for the validity of transgender identities and the pursuit of gender rights. # The transgender community has its own distinct (but not homogeneous) culture. As with any culture, it has generated a"
