CATEG,,,ALL,,SOURCE,
A,B,C,12,,COCA:2012:WEB thoughtcatalog.com,"  0%:  / 100  under the been there-done that mentality that makes so many of us feel decrepit at 25. # I do n't want that -- I do n't want to ever get bored. I want to get excited about "" same way I used to get excited about things like queer themes in Gothic feminist literature as an undergrad. Excitement is what keeps us Excitement is what keeps us alive versus existing, yet so many of us are ready to quietly sit down way before they've even stood. Why? # To know yourself, know what you're capable of; that's the wisdom"
A,B,C,13,,COCA:2012:WEB thoughtcatalog.com,"  0%:  / 100  . and commented: "" And that's why I want to stay young. Because I do n't "" know everything "" and do n't even want to; we've all met people who "" know everything "" as stale bagels and similarly textured '' # Caitlin # queer themes in Gothic Feminist lit, huh? Love it. Being young is it. Being young is all about mindset and openess. Two things you clearly never need fear 200384 Posts Tagged' how to look at eclipse' # On Sunday, May"
A,B,C,14,,COCA:2012:WEB ...gonthesideoflove.org,"  0%:  / 100  . And now, we live in the State of Washington, where again no question is asked by anyone when we say we are married. And is n't that the way it's supposed to be? For full of gay, lesbian, bisexual, transgender, queer, and questioning people who have, in other states and countries, entered states and countries, entered into civil legal unions with or without the benefit of religious ceremony. In those states and countries, they have the right to call themselves "" married. "" In our state they do not. # The test"
A,B,C,15,,COCA:2012:WEB tvtropes.org,"  0%:  / 100  refers to the volatile emotions of the plot. # A Clockwork Orange. The "" clockwork "" part clearly has something to do with the way the treatment makes Alex programmable, but Burgess has given several different explanations to mean: # The phrase comes from '' as queer as a clockwork orange, '' a phrase Burgess claimed to have heard, claimed to have heard, but of which there is no record of ever being used before he wrote the book. # "" Orange "" is a pun on the Malay word for man, though there are no other Malay words used in"
A,B,C,16,,COCA:2012:WEB amren.com,"  0%:  / 100  and our soon to be declining population all continually add size to the enormous tidal wave. I GUARANTEE the tipping point will be before 2030. # Susan # If I wanted to live in a SpanishMestizo country I don't we get to vote on this amnesty, queer marriage, abortion, etc? # Jim Crow didn't keep blacks down did n't keep blacks down. It kept them and their bad effects away from whites. # http: **35;6319;TOOLONG... Grim # There will be a real civil war long before this nightmare scenario materializes. If you think America is divided now"
A,B,C,17,,COCA:2012:WEB samizdata.net,"  0%:  / 100  Keep in mind that Romney was digging for funds; of course he was going to emphasize the odds against him, to motivate the givers. He may very well have understood that many of the 47% are not it useful to ignore the fact in order not to queer his sales pitch. # I'm on SSDI and I'm voting for and I'm voting for Romney if it is close in my state or Johnson if it is not. But my primary objective is to get rid of the incumbent. I used to be able to buy a few nice but not necessary"
A,B,C,18,,COCA:2012:WEB thestranger.com,"  0%:  / 100  influential video on the internet. In the past, I tried to commit suicide due to bullying (I am a lesbian) and my christian church helped me through it. I believe that this video should be that every Gay, Bi, Lesbian, Transgender, Queer, etc. person should watch and benefit from it=) Keep up the good ) Keep up the good work! # Dan (and Terry) - Even if nobody else had posted their own "" It Gets Better "" videos, yours alone would've been sufficient. It has the power to help countless gay/lesbian youth"
A,B,C,19,,COCA:2012:WEB thestranger.com,"  0%:  / 100  of this project to kids who wo n't hear about it otherwise. That would be really useful and helpful. # 2) It's true that many, many people get bullied, and many people find high show that, on average, it's worse for queer kids. I'm sure there are exceptions (straight kids who go through straight kids who go through hell, queer kids who are just fine), and you may have been one of them, but there are still problems faced specifically by queer kids which are different from the ones faced by straight kids."
A,B,C,20,,COCA:2012:WEB psfk.com,"  0%:  / 100  their Event Director was arrested at fashion week, advertisers say the events are short and are n't meant to be bothersome. # Karen is a regular contributor to PSFK.com. She's also associate managing editor at Design at SUNY Purchase. She enjoys art, gender and queer studies and discovering new creative platforms. PSFK PSFK Labs # All PSFK Labs # All content is copyright their rightful owner. Republication of PSFK content should be properly credited (and linked to) as the source, including our URL: psfk.com"
A,B,C,21,,COCA:2012:WEB ...renders.blogspot.com,"  0%:  / 100  watch scary movies without a big, big pillow. So then the new remake of "" Carrie "" leaves me conflicted. On the one hand, awesome cast of Chlo Moretz, Julianne Moore, Judy Greer and , so much scary. On the one hand, queer filmmaker and '' Boys Don't Cry '' director Kimberly Peirce is at the Kimberly Peirce is at the helm. On the other hand, so much blood. On the one hand, classic story of bullying, power and vengeance. On the other hand, they already told this classic story of bullying, power"
A,B,C,22,,COCA:2012:WEB practikel.com,"  0%:  / 100  is so much more to life. # I can actually think of a couple reasons of why these guys are dancing in their underwear and, quite frankly, "" flaunting "" their sexuality. # 1. I people who wanted to be '' Safe Spaces '' for queer folks on my campus. One of the things we learned was the process we learned was the process of identity formation for queer people, starting from Identity Confusion ("" Am I gay? "") all the way to Identity Synthesis ("" Being gay is a part of me, not all of me."
A,B,C,23,,COCA:2012:WEB practikel.com,"  0%:  / 100  guys are dancing in their underwear and, quite frankly, "" flaunting "" their sexuality. # 1. I went to a training session for people who wanted to be "" Safe Spaces "" for queer folks on things we learned was the process of identity formation for queer people, starting from Identity Confusion ('' Am I gay? '') I gay? "") all the way to Identity Synthesis ("" Being gay is a part of me, not all of me. "") These guys in their underwear are probably at the level called Identity Pride, where as part"
A,B,C,24,,COCA:2012:WEB practikel.com,"  0%:  / 100  homosexuality that are not based on the Bible. For example I reject homosexuality for logical and philosophical reasons. For example homosexuality can not be justified in a way that does not equally justify incest, polygamy or pedophilia these underlying issues check out the book, '' A Queer thing happened to America '', by Dr. Brown. # I agree with . # I agree with almost all your points, Dustin. I believe we think a lot alike. But how can the same argument for homosexuality be used to justify pedophilia? I can see it justifying incest and polygamy (since these"
A,B,C,25,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  again and again. # Our hearts go out to all the people that Brandon considered Family and Community -- there were many of us. # Brandon, we wish you the raucous, rowdy peace you love, # As Lesbian, Gay, Trans, Bisexual, Queer people and our allies, the past few weeks have held many events that have held many events that affect us. However, in the wake of the election -- we do not forget that so many people are still suffering in the wake of Hurricane Sandy. We have watched angrily as the media and government officials"
A,B,C,26,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  privatization and isolation that oppression pushes on our hearts, wallets, and infrastructures. We offer our solidarity and support. # We also witnessed the re-election of Barack Obama this week. In the wake of this election our region went' red', our vision of Queer Liberation remains steadfast. We stand in solidarity with our people throughout the world our people throughout the world who today continue to suffer the loss of land, home, and loved ones -- due to the policies and practices of hatred and greed. We understand that we all count and we will continue to demand an"
A,B,C,27,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  the policies and practices of hatred and greed. We understand that we all count and we will continue to demand an end to violence in all it's forms: physical and sexual, mental and verbal, spiritual we are growing stronger every day. We believe in Queer Liberation, where justice, dignity, community, and safety are a birthright and safety are a birthright for all. We believe in a North Carolina and in a South where we can all exist. As members of the Southern Movement Alliance, we recognize the day after the election as Day 1 of the Peoples"
A,B,C,28,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  . You taught us so much Lulu with your fierceness -- your grace -- and your unwavering commitment to liberation. Thank you for all you made possible in South Carolina and at SONG. # Dear SONG Family, full of transformation, community building and lots of southern queer love. With only a few years of organizing in Chicago's immigrant and in Chicago's immigrant and queer communities under my belt, you welcomed me with patience and respect. I am blessed to have been able to work with such a dynamic, inspirational and often sassy and raunchy group of people. Our work"
A,B,C,29,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  your unwavering commitment to liberation. Thank you for all you made possible in South Carolina and at SONG. # Dear SONG Family, # This last year has been full of transformation, community building and lots of a few years of organizing in Chicago's immigrant and queer communities under my belt, you welcomed me with patience and respect. I patience and respect. I am blessed to have been able to work with such a dynamic, inspirational and often sassy and raunchy group of people. Our work together and the relationships we nurtured transformed the way I think about being an organizer"
A,B,C,30,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  and autonomy to build our families in the state: OUR win is Bigger!! Because this is only the beginning of a different kind of fight: one that fights towards Sexual Liberation, and pushes-back on any we build families, and punishes our people for being queer, lesbians, gay, bisexual, transgender.... and fight for a kind and fight for a kind of NC and South that upholds and values our dignity, our safety, and cherish our families as part of the fabric of life in the South. # Name the win you were a part of or saw"
A,B,C,31,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  , gender-non-conforming people, and people who have a higher chance of incarceration and detention by coming in contact with the Police / Immigration, such as people of color, working-class and poor people). # At the with Project South, SONG will host a 300 person Queer People's Movement Assembly at Creating Change, the biggest Annual LGBTQ activism conference biggest Annual LGBTQ activism conference in the US. This idea was born out of the need for our Movements to have many voices at the table as we figure out the next steps in National LGBTQ Movement Building strategies that has significant Southern leadership"
A,B,C,32,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  the need for our Movements to have many voices at the table as we figure out the next steps in National LGBTQ Movement Building strategies that has significant Southern leadership is OUR joint right and responsibility as people who believe thrilled to announce that long-time SONG member, and Georgia queer badass Kate Shapiro has joined the SONG Staff as a Senior Program Staff to a Senior Program Staff to help support our growing work in Georgia, South Carolina &; Alabama. She has already begin infusing her magic into our work, and you'll be hearing more about her political work at SONG in the next few"
A,B,C,33,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  forward to passing some of that loving, strategizing, and support on in my work with y'all -- just as Caitlin and P did with me! # Super excited to come on as one of SONG's senior team. # I'm a white, southern jew queer, from a mixed class background -- with a background in popular political education background in popular political education, a little bit of electoral work, Immigrant Rights and LGBTQ youth organizing, co-operative economic development and food growing. # I dream a world where we all know southern movement history like the back of our hand"
A,B,C,34,,COCA:2012:WEB ...rnersonnewground.org,"  0%:  / 100  # Dear SONG family! # SONG has seen a lot of changes in 2011, some of which includes the growing and evolving of our staff, the deepening of our role and leadership in direct-action campaigns, and of people across the South in response to repressive anti- queer, anti-immigrant, anti-people of color, and anti-working class policies and laws across class policies and laws across our region: 2011 has marked by the worsening economic conditions across the country, but it has also been a year of resilience and resistance. # This year has been very successful for us: we were able"
A,B,C,35,,COCA:2012:WEB thestranger.com,"  0%:  / 100  useful and helpful. # 2) It's true that many, many people get bullied, and many people find high school terrible. But statistics do show that, on average, it's worse for queer are exceptions (straight kids who go through hell, queer kids who are just fine), and you may have been one of may have been one of them, but there are still problems faced specifically by queer kids which are different from the ones faced by straight kids. So it is worthwhile having a project which addresses their problems. # 3) I agree"
A,B,C,36,,COCA:2012:WEB thestranger.com,"  0%:  / 100  strongly with #100. It would be *great* to have a project which reached out to all sorts of kids who are being bullied-- smart kids, disabled kids, geeky kids, kids with mental health issues, kids in their school, kids who are perceived to be queer whether or not they are-- so why don't you go start one? you go start one? You could piggy-back off of this project, if you wanted to, and I'm sure you could do a very useful thing. # I get that people want to help, and that's cool. I"
A,B,C,37,,COCA:2012:WEB clashdaily.com,"  0%:  / 100  . So when I see the American flag, I go,' Oh my God, you're "" insulting "" me.' That you can have a gay parade on Christopher Street in New York, with float cheering,' We're here, we're queer!' -- that's what makes my heart swell. Not the '' swell. Not the "" flag "", but a gay naked man or woman "" burning "" the flag. I get choked up with pride. "" # Consider this... Jesus truly was about the poor, giving away our riches and"
A,B,C,38,,COCA:2012:WEB quotegasm.com,"  0%:  / 100  Apparelled in celestial light The glory and the freshness of a dream. It is not now as it hath been of yore: - Turn wheresoeer I may By night or day The things which 112540 # Black Girl Dangerous is a place where queer women and trans* people of color can make our voices heard on the issues voices heard on the issues that interest us and affect us, where we can showcase our literary and artistic talents, where we can cry it out, and where we can explore and express our "" dangerous "" sides: our biggest,"
A,B,C,39,,COCA:2012:WEB ...dangerous.tumblr.com,"  0%:  / 100  and affect us, where we can showcase our literary and artistic talents, where we can cry it out, and where we can explore and express our "" dangerous "" sides: our biggest, boldest, craziest # Donate to the Black Girl Dangerous Writing Workshop for queer, trans*, and gender-non-conforming writers of color! # Yesterday, I wrote # Yesterday, I wrote a post called Michelle Obama Looked Great Last Night! (Oh, By the Way, You Been Took). In it, I used a quote from Malcom X to illuminate the fact that the Obama Administration"
A,B,C,40,,COCA:2012:WEB ...dangerous.tumblr.com,"  0%:  / 100  . # : -/ # *Mia McKenzie dreams of a world without Presidents, but that world is n't here yet. # Mia McKenzie is a writer and a smart, scrappy Philadelphian with a deep love of vegan collars. She is a black feminist and a freaking queer, facts that are often reflected in her writings, which have won her , which have won her some awards and grants, such as the Astraea Foundation's Writers Fund Award and the Leeway Foundation's Transformation Award. She has a novel debuting in the fall and has a short story forthcoming in The Kenyon Review"
A,B,C,41,,COCA:2012:WEB tumblr.com,"  0%:  / 100  , first fandom was X-Files (SHUT UP I WAS LIKE EIGHT AND WROTE A FANFICTION THEY WERE IN LOVE), I got a pony for my 11th birthday, I broke an elevator today, and I am follow you because you write me brilliant emails and are queer and hilarious, and I think if you 789602 Armed with the story of the Teflon Don, John Gotti Jr. and his new crew are trying to make the movie business an offer it ca n't refuse. # The"
A,B,C,42,,COCA:2012:WEB ...mmentarymagazine.com,"  0%:  / 100  with no freeze, no negotiations, no agreement and no process to get there. "" # Bob Zelnick adds: "" It takes some effort to mess things up as quickly and completely as the Obama team. a final status issue -- put in a position to queer the whole deal, if it takes 20 fighter planes to make sure Netanyahu planes to make sure Netanyahu shows up for class, and if you have no coherent plan to build on the diplomatic path plowed by George W. Bush's Secretary of State Condoleezza Rice, the chances are you will not get the parties to"
A,B,C,43,,COCA:2012:WEB thestranger.com,"  0%:  / 100  mother found his body. # Nine out of 10 gay teenagers experience bullying and harassment at school, and gay teens are four times likelier to attempt suicide. Many LGBT kids who do kill themselves live in rural areas, places with no gay organizations or services for queer kids. # '' My heart breaks for the pain and torment you went pain and torment you went through, Billy Lucas, "" a reader wrote after I posted about Billy Lucas to my blog. "" I wish I could have told you that things get better. "" # I had the same reaction:"
A,B,C,44,,COCA:2012:WEB thestranger.com,"  0%:  / 100  high school bullying. Thank God for that liberal bias on college campuses that allows me to make this stuff known. Great work Dan, my students will appreciate this (as will my clients). # Hi have commented, '' But why is this just for queer people? How can I participate? '' # 1) You *can* participate-- 1) You *can* participate-- by signal-boosting (posting links in your **28;8835;TOOLONG, sending email forwards, etc), by showing the videos to people you know, by trying to find ways to get news of this project to kids who wo"
A,B,C,45,,COCA:2012:WEB thestranger.com,"  0%:  / 100  . But statistics do show that, on average, it's worse for queer kids. I'm sure there are exceptions (straight kids who go through hell, queer kids who are just fine), and them, but there are still problems faced specifically by queer kids which are different from the ones faced by straight kids. So it straight kids. So it is worthwhile having a project which addresses their problems. # 3) I agree strongly with #100. It would be *great* to have a project which reached out to all sorts of kids who are being bullied-- smart"
A,B,C,46,,COCA:2012:WEB thestranger.com,"  0%:  / 100  thing. # I get that people want to help, and that's cool. I feel like the vast majority of everything in our culture is inclusive of (if not designed exclusively for) straight people, to have a project like this focused on and for queer people. # I think the It Gets Better project rocks but shouldn? project rocks but shouldn? t be limited to just gay people? what about all of us nerds, losers, dorks and general outcasts that were tormented as teens but lived to tell the tale? # This goes beyond a G/L issue"
A,B,C,47,,COCA:2012:WEB thestranger.com,"  0%:  / 100  You are an inspiration. Keep doing what you do! # 81 and 86 I agree with 186! -and I'm straight- This project is specifically to show LGBT kids people just like them who have survived and have PLENTY of examples already. Let this one stay queer (I mean that in the best possible sense). # These stories ). # These stories are very much appreciated, especially the ones from couples. Sometimes just the way they smile at each other tells a beautiful tale. # I still remember how breathtakingly wonderful it was for me to see a gay"
A,B,C,48,,COCA:2012:WEB nerdist.com,"  0%:  / 100  second half just completely dropped the ball. The conclusion in Scotland was especially poorly done and out of place. Overall the plot was poorly written with way, way too many plot holes, and I still do make Silva gay -- I'm not homophobic but his queer look just took away from making him a more menacing, dangerous villain. menacing, dangerous villain. # Can someone explain what it means that there was "" no REAL Bond Girl "" in this movie? Severine does n't count because she gets killed? Does Moneypenny not qualify because we never actually *see* them in"
A,B,C,49,,COCA:2012:WEB hellogiggles.com,"  0%:  / 100  bi, "" it makes it seem like it was your decision. This is highly damaging in the fight for equality, since so much of it is based on the fact that our sexuality is genetically predetermined. one time to cite your article as proof that being queer is choice, and then the fight for equality will be eroded at a will be eroded at a little more. # 2. "" I am a bisexual lesbian. "" No, you are not. A lesbian is a homosexual woman, you are "" bi "". There are different words for different things"
A,B,C,50,,COCA:2012:WEB hellogiggles.com,"  0%:  / 100  soak my tampon in some alcohol, and I can handle that too. # For what it's worth, I identify as bisexual, and have openly admitted it to myself since I was 14. I've by my gay or lesbian friends for being '' less queer '' than them. Probably because I never flounced up to them and proclaimed up to them and proclaimed myself to be a "" bisexual lesbian now guise "". They're not going to throw you any party for deciding that you'e bisexual in your late 20s, because they struggled with their sexuality their whole lives until"
A,B,C,51,,COCA:2012:WEB goodreads.com,"  0%:  / 100  then it is likely to find them again- even if they make stars on the room of the barn, or throw away their radios and watches. Does that really make sense? # Sorry but this is a fairy tales. (less) # This was a queer, unusual novel about a fictional tiny village in Eastern Europe during WWII. Eastern Europe during WWII. A stranger literally floats into their lives with horrific tales of the outside world, and they close themselves off and protect her, building their own "" new world, "" and starting over. The compliance they show"
A,B,C,52,,COCA:2012:WEB goodreads.com,"  0%:  / 100  their own "" new world, "" and starting over. The compliance they show is discomforting, and early in the book, I considered not finishing. Oftentimes, I felt completely unclear about the motivation of the lack of heroism. Ultima... more This was a queer, unusual novel about a fictional tiny village in Eastern Europe during WWII. Eastern Europe during WWII. A stranger literally floats into their lives with horrific tales of the outside world, and they close themselves off and protect her, building their own "" new world, "" and starting over. The compliance they show"
A,B,C,53,,COCA:2012:WEB english.illinois.edu,"  0%:  / 100  the farmer-poet of New Hampshire. In fact, it is an especially notable instance in Frost's work of a poem which sounds noble and is really mischievous. One of his notebooks contains the following four-line thought: unless it's out of sheer Mischief and a little queer It wont prove a bore to hear. # The mischievous aspect of '' The mischievous aspect of "" The Road Not Taken "" is what makes it something un-boring, for there is little in its language or form which signals an interesting poem. But that mischief also makes it something other than a "" sincere """
A,B,C,54,,COCA:2012:WEB ...hepoint.blogspot.com,"  0%:  / 100  , homosexuality, or civil rights there's not really any debate; more of a rally. A lot of backslapping and ""' at a boys "" to go around. # Growing up, my friends and '' fag '', '' homo '', and '' queer '' to describe things that we thought were bad in some way. We in some way. We caught fireflies in jars in July, sat on our front porches during the summer, and greeted everybody we came across all year long. (Because we knew everybody we came across). This was life in"
A,B,C,55,,COCA:2012:WEB ...tword.dictionary.com,"  0%:  / 100  Spanish, I absolutely love the way it starts off sharp and smooth and ending silky. I do n't see how "" moist "" sounds horrible; I actually like how it forms on your lips when you say this word, but you have to admit it sounds queer: '' quadrant ''. I mean, say it slowly, emphasizing the it slowly, emphasizing the -qua part. Quaaaaaaaadraant.: 3 # noname on March 23, 2012 at 1:36 am # cerebral cortex say it slowly it just rolls off your tongue # Chellspecker on March 23, 2012 at 7:35 am # Mellifluous"
A,B,C,56,,COCA:2012:WEB ...ngsatonce.tumblr.com,"  0%:  / 100  think things went well.... I still ca n't tell if she's interested in me which is like incredibly frustrating, but whatever. I'm taking it one step at a time, just like getting to know # I wish I knew if she was at all queer or not... that would really help this along. # for the privilege . # for the privilege of having your gender identity be fixed? Or for having your sexuality be relatively fixed? Because I think that's a really harmful and gross assumption that a lot of people make, including some Trans* people."
A,B,C,57,,COCA:2012:WEB southernstudies.org,"  0%:  / 100  Durham Pride, we were overwhelmed by the enormous number of folks who showed up: church folk, veterans of the labor movement, parents, queers. We had planned that workshop in just a couple of weeks momentum to create something beautiful, intergenerational, multiracial, queer, and people of color-led in the span of a campaign season. # a campaign season. # All Of Us NC is an alliance of North Carolinians who stick up for each other when any of us has our humanity questioned. Our alliance builds on a long history of life-affirming courageous acts of our ancestors."
A,B,C,58,,COCA:2012:WEB southernstudies.org,"  0%:  / 100  against Amendment One sends a powerful message. Do you feel that makes a difference in your outreach and its success? # A: Absolutely, All Of Us NC would not exist unless we felt we had to based on who we are: people of color, queer and trans people, working class people, proud Southerners, movement veterans and Southerners, movement veterans and rural people, people of faith and club kids, queens and divas and fighters! Some of us in leadership have seen this fight go down in other states in disappointing ways -- organizations that are n't led by"
A,B,C,59,,COCA:2012:WEB cather.unl.edu,"  0%:  / 100  he chuckled to himself and turned to Claude. # "" I wonder if you'd take it all right if I told you a joke on Bayliss? "" # "" I expect I would. "" Claude's . # '' You saw Bayliss today? Notice anything queer about him, one eye a little off colour? Did he tell you ? Did he tell you how he got it? "" # "" No. I did n't ask him. "" # "" Just as well. A lot of people did ask him, though, and he said he was hunting around"
A,B,C,60,,COCA:2012:WEB cather.unl.edu,"  0%:  / 100  me. And when you come up, do n't forget the pickled peaches. I told you particularly, the pickled peaches! "" # "" We ai n't got no pickled peaches. "" Mahailey stood by the of her apron up to her chin, with a queer, animal look of stubbornness in her face. # '' No pickled peaches # "" No pickled peaches? What nonsense, Mahailey! I saw you making them here, only a few weeks ago. "" # "" I know you did, Mr. Ralph, but they ai n't none now. I did n't"
A,B,C,61,,COCA:2012:WEB cather.unl.edu,"  0%:  / 100  . "" # Claude felt concern. He had not seen Enid since the sleigh-ride, when she had been gayer than usual. Now she seemed sunk in lassitude. "" You must get over such notions, Enid go wandering off alone like that. It makes people queer. Isn't there plenty of missionary work to be done right here? be done right here? "" # She sighed. "" That's what everybody says. But we all of us have a chance, if we'll take it. Out there they have n't. It's terrible to think of all"
A,B,C,62,,COCA:2012:WEB cather.unl.edu,"  0%:  / 100  has swelled and is hurting him terrible, and he's gone to town to see the doctor. You'd better go over there tonight, and see if you can make him take care of himself. "" Ernest went back to his team. '' It's queer about that boy, '' he was thinking. '' He's big and "" He's big and strong, View Image of Page 139 and he's got an education and all that fine land, but he do n't seem to fit in right. "" Sometimes Ernest thought his friend was unlucky. When that"
A,B,C,63,,COCA:2012:WEB cather.unl.edu,"  0%:  / 100  on the men. Leonard Dawson's wife, Susie, came over to help Mrs. Wheeler, but she was expecting a baby in the fall, and the heat proved too much for her. Then one of the methodical German girl was so distracted by Mahailey's queer ways that Mrs. Wheeler said it was easier to do the work herself than do the work herself than to keep explaining Mahailey's psychology. Day after day ten ravenous men sat down at the long dinner table in the kitchen. Mrs. Wheeler baked pies and cakes and bread loaves as fast as the oven would hold"
A,B,C,64,,COCA:2012:WEB cather.unl.edu,"  0%:  / 100  ? "" # "" It means he considers our situation very serious. It's not like him to telegraph except in case of illness. "" Mrs. Wheeler rose and walked distractedly to the telephone box, as if 's state of mind. # '' But what a queer message! It was addressed to you, too, Mother, not to , Mother, not to me. "" # "" He would know how I feel about it. Some of your father's people were sea-going men, out of Portsmouth. He knows what it means when our shipping is told where it"
A,B,C,65,,COCA:2012:WEB cather.unl.edu,"  0%:  / 100  used to keep state prisoners, kept them buried alive for years. We saw all the old instruments of torture; rusty iron cages where a man could n't lie down or stand up, but had to sit . It made you feel View Image of Page 291 queer when you came up, to think how people had been left to rot had been left to rot away down there, when there was so much sun and water outside. Seems like something used to be the matter with the world. "" He said no more, but Claude thought from his serious look that"
A,B,C,66,,COCA:2012:WEB cather.unl.edu,"  0%:  / 100  suppose, that connects with that part of his brain. This psychopath, Phillips, takes a great interest in him and keeps him here to observe him. He's writing a book about him. He says about his life before he came to France. The queer thing is, it's his recollection of women that is most affected. that is most affected. He can remember his father, but not his mother; does n't know if he has sisters or not, -- can remember seeing girls about the house, but thinks they may have been cousins. His photographs"
